"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"15151","40.964984","1.2.0","host","USB","29","URB_CONTROL in",""
"15152","40.967980","1.2.0","host","USB","47","URB_CONTROL in",""
"15167","41.058025","host","1.2.0","USB","36","URB_CONTROL in",""
"15168","41.058058","host","1.2.0","USB","36","URB_CONTROL in",""
"15169","41.060000","1.2.0","host","USB","29","URB_CONTROL in",""
"15170","41.062989","1.2.0","host","USB","47","URB_CONTROL in",""
"15209","41.150792","host","1.2.0","USB","36","URB_CONTROL in",""
"15210","41.150853","host","1.2.0","USB","36","URB_CONTROL in",""
"15211","41.151986","1.2.0","host","USB","29","URB_CONTROL in",""
"15212","41.154981","1.2.0","host","USB","47","URB_CONTROL in",""
"15215","41.244543","host","1.2.0","USB","36","URB_CONTROL in",""
"15216","41.244598","host","1.2.0","USB","36","URB_CONTROL in",""
"15217","41.245988","1.2.0","host","USB","29","URB_CONTROL in",""
"15218","41.248983","1.2.0","host","USB","47","URB_CONTROL in",""
"15221","41.338430","host","1.2.0","USB","36","URB_CONTROL in",""
"15222","41.338516","host","1.2.0","USB","36","URB_CONTROL in",""
"15223","41.340004","1.2.0","host","USB","29","URB_CONTROL in",""
"15224","41.342993","1.2.0","host","USB","47","URB_CONTROL in",""
"15227","41.432556","host","1.2.0","USB","36","URB_CONTROL in",""
"15228","41.432619","host","1.2.0","USB","36","URB_CONTROL in",""
"15229","41.434008","1.2.0","host","USB","29","URB_CONTROL in",""
"15230","41.437000","1.2.0","host","USB","47","URB_CONTROL in",""
"15245","41.526787","host","1.2.0","USB","36","URB_CONTROL in",""
"15246","41.526845","host","1.2.0","USB","36","URB_CONTROL in",""
"15247","41.528005","1.2.0","host","USB","29","URB_CONTROL in",""
"15248","41.531012","1.2.0","host","USB","47","URB_CONTROL in",""
"15273","41.619594","host","1.2.0","USB","36","URB_CONTROL in",""
"15274","41.619626","host","1.2.0","USB","36","URB_CONTROL in",""
"15275","41.621010","1.2.0","host","USB","29","URB_CONTROL in",""
"15276","41.624004","1.2.0","host","USB","47","URB_CONTROL in",""
"15301","41.712545","host","1.2.0","USB","36","URB_CONTROL in",""
"15302","41.712576","host","1.2.0","USB","36","URB_CONTROL in",""
"15303","41.714001","1.2.0","host","USB","29","URB_CONTROL in",""
"15304","41.717001","1.2.0","host","USB","47","URB_CONTROL in",""
"15305","41.806868","host","1.2.0","USB","36","URB_CONTROL in",""
"15306","41.806917","host","1.2.0","USB","36","URB_CONTROL in",""
"15307","41.809007","1.2.0","host","USB","29","URB_CONTROL in",""
"15308","41.812005","1.2.0","host","USB","47","URB_CONTROL in",""
"15309","41.900397","host","1.2.0","USB","36","URB_CONTROL in",""
"15310","41.900446","host","1.2.0","USB","36","URB_CONTROL in",""
"15311","41.902020","1.2.0","host","USB","29","URB_CONTROL in",""
"15312","41.905025","1.2.0","host","USB","47","URB_CONTROL in",""
"15315","41.994562","host","1.2.0","USB","36","URB_CONTROL in",""
"15316","41.994617","host","1.2.0","USB","36","URB_CONTROL in",""
"15317","41.996014","1.2.0","host","USB","29","URB_CONTROL in",""
"15318","41.999047","1.2.0","host","USB","47","URB_CONTROL in",""
"15341","42.088758","host","1.2.0","USB","36","URB_CONTROL in",""
"15342","42.088827","host","1.2.0","USB","36","URB_CONTROL in",""
"15343","42.090032","1.2.0","host","USB","29","URB_CONTROL in",""
"15346","42.093041","1.2.0","host","USB","47","URB_CONTROL in",""
"15389","42.181570","host","1.2.0","USB","36","URB_CONTROL in",""
"15390","42.181610","host","1.2.0","USB","36","URB_CONTROL in",""
"15391","42.183020","1.2.0","host","USB","29","URB_CONTROL in",""
"15392","42.186028","1.2.0","host","USB","47","URB_CONTROL in",""
"15405","42.276143","host","1.2.0","USB","36","URB_CONTROL in",""
"15406","42.276199","host","1.2.0","USB","36","URB_CONTROL in",""
"15407","42.278027","1.2.0","host","USB","29","URB_CONTROL in",""
"15410","42.281023","1.2.0","host","USB","47","URB_CONTROL in",""
"15415","42.368833","host","1.2.0","USB","36","URB_CONTROL in",""
"15416","42.368914","host","1.2.0","USB","36","URB_CONTROL in",""
"15417","42.370044","1.2.0","host","USB","29","URB_CONTROL in",""
"15418","42.373036","1.2.0","host","USB","47","URB_CONTROL in",""
"15423","42.460803","host","1.2.0","USB","36","URB_CONTROL in",""
"15424","42.460907","host","1.2.0","USB","36","URB_CONTROL in",""
"15425","42.462042","1.2.0","host","USB","29","URB_CONTROL in",""
"15426","42.465034","1.2.0","host","USB","47","URB_CONTROL in",""
"15451","42.556068","host","1.2.0","USB","36","URB_CONTROL in",""
"15452","42.556096","host","1.2.0","USB","36","URB_CONTROL in",""
"15453","42.558071","1.2.0","host","USB","29","URB_CONTROL in",""
"15454","42.561059","1.2.0","host","USB","47","URB_CONTROL in",""
"15467","42.607174","host","1.2.0","USB","36","URB_CONTROL out",""
"15470","42.608115","1.2.0","host","USB","28","URB_CONTROL out",""
"15471","42.608150","host","1.2.0","USB","36","URB_CONTROL in",""
"15472","42.608183","host","1.2.0","USB","36","URB_CONTROL in",""
"15473","42.608210","host","1.2.1","USB","39","URB_BULK out","7bff200006005a01000003ff"
"15474","42.608265","1.2.1","host","USB","27","URB_BULK out",""
"15475","42.608298","host","1.2.0","USB","36","URB_CONTROL in",""
"15476","42.608316","host","1.2.0","USB","36","URB_CONTROL in",""
"15477","42.608346","host","1.2.1","USB","31","URB_BULK out","01000c00"
"15478","42.608392","1.2.1","host","USB","27","URB_BULK out",""
"15479","42.608420","host","1.2.0","USB","36","URB_CONTROL in",""
"15480","42.608438","host","1.2.0","USB","36","URB_CONTROL in",""
"15481","42.608457","host","1.2.1","USB","29","URB_BULK out","f2ff"
"15482","42.608489","1.2.1","host","USB","27","URB_BULK out",""
"15483","42.608509","host","1.2.0","USB","36","URB_CONTROL in",""
"15484","42.611035","1.2.0","host","USB","47","URB_CONTROL in",""
"15485","42.614034","1.2.0","host","USB","47","URB_CONTROL in",""
"15488","42.617047","1.2.0","host","USB","47","URB_CONTROL in",""
"15489","42.620034","1.2.0","host","USB","47","URB_CONTROL in",""
"15490","42.620090","host","1.2.0","USB","36","URB_CONTROL in",""
"15491","42.623044","1.2.0","host","USB","47","URB_CONTROL in",""
"15494","42.626050","1.2.0","host","USB","47","URB_CONTROL in",""
"15495","42.629042","1.2.0","host","USB","47","URB_CONTROL in",""
"15496","42.630227","1.2.1","host","USB","28","URB_BULK in","7a"
"15497","42.630263","host","1.2.1","USB","27","URB_BULK in",""
"15498","42.631254","1.2.1","host","USB","28","URB_BULK in","ff"
"15499","42.631282","host","1.2.1","USB","27","URB_BULK in",""
"15502","42.632095","1.2.0","host","USB","47","URB_CONTROL in",""
"15503","42.632297","1.2.1","host","USB","28","URB_BULK in","20"
"15504","42.632334","host","1.2.1","USB","27","URB_BULK in",""
"15505","42.633332","1.2.1","host","USB","28","URB_BULK in","80"
"15506","42.633362","host","1.2.1","USB","27","URB_BULK in",""
"15507","42.634372","1.2.1","host","USB","28","URB_BULK in","1e"
"15508","42.634399","host","1.2.1","USB","27","URB_BULK in",""
"15509","42.635411","1.2.1","host","USB","28","URB_BULK in","00"
"15510","42.635429","host","1.2.1","USB","27","URB_BULK in",""
"15511","42.636448","1.2.1","host","USB","28","URB_BULK in","5a"
"15512","42.636477","host","1.2.1","USB","27","URB_BULK in",""
"15513","42.637488","1.2.1","host","USB","28","URB_BULK in","01"
"15514","42.637515","host","1.2.1","USB","27","URB_BULK in",""
"15515","42.638532","1.2.1","host","USB","28","URB_BULK in","00"
"15516","42.638550","host","1.2.1","USB","27","URB_BULK in",""
"15517","42.639562","1.2.1","host","USB","28","URB_BULK in","00"
"15518","42.639580","host","1.2.1","USB","27","URB_BULK in",""
"15521","42.640600","1.2.1","host","USB","28","URB_BULK in","ec"
"15522","42.640629","host","1.2.1","USB","27","URB_BULK in",""
"15523","42.641643","1.2.1","host","USB","28","URB_BULK in","7e"
"15524","42.641690","host","1.2.1","USB","27","URB_BULK in",""
"15525","42.642684","1.2.1","host","USB","28","URB_BULK in","01"
"15526","42.642730","host","1.2.1","USB","27","URB_BULK in",""
"15527","42.643729","1.2.1","host","USB","28","URB_BULK in","00"
"15528","42.643771","host","1.2.1","USB","27","URB_BULK in",""
"15529","42.644750","1.2.1","host","USB","28","URB_BULK in","00"
"15530","42.644779","host","1.2.1","USB","27","URB_BULK in",""
"15531","42.645788","1.2.1","host","USB","28","URB_BULK in","00"
"15532","42.645812","host","1.2.1","USB","27","URB_BULK in",""
"15533","42.646837","1.2.1","host","USB","28","URB_BULK in","14"
"15534","42.646870","host","1.2.1","USB","27","URB_BULK in",""
"15535","42.647864","1.2.1","host","USB","28","URB_BULK in","00"
"15536","42.647893","host","1.2.1","USB","27","URB_BULK in",""
"15539","42.648909","1.2.1","host","USB","28","URB_BULK in","00"
"15540","42.648940","host","1.2.1","USB","27","URB_BULK in",""
"15541","42.649937","1.2.1","host","USB","28","URB_BULK in","00"
"15542","42.649966","host","1.2.1","USB","27","URB_BULK in",""
"15543","42.651026","1.2.1","host","USB","28","URB_BULK in","11"
"15544","42.651055","host","1.2.1","USB","27","URB_BULK in",""
"15545","42.652025","1.2.1","host","USB","28","URB_BULK in","a4"
"15546","42.652044","host","1.2.1","USB","27","URB_BULK in",""
"15547","42.652127","host","1.2.0","USB","36","URB_CONTROL in",""
"15548","42.652138","host","1.2.0","USB","36","URB_CONTROL in",""
"15549","42.653037","1.2.1","host","USB","28","URB_BULK in","00"
"15550","42.653066","host","1.2.1","USB","27","URB_BULK in",""
"15551","42.654036","1.2.0","host","USB","29","URB_CONTROL in",""
"15552","42.654086","1.2.1","host","USB","28","URB_BULK in","00"
"15553","42.654093","host","1.2.1","USB","27","URB_BULK in",""
"15554","42.655138","1.2.1","host","USB","28","URB_BULK in","98"
"15555","42.655166","host","1.2.1","USB","27","URB_BULK in",""
"15558","42.656160","1.2.1","host","USB","28","URB_BULK in","20"
"15559","42.656170","host","1.2.1","USB","27","URB_BULK in",""
"15560","42.657042","1.2.0","host","USB","47","URB_CONTROL in",""
"15561","42.657197","1.2.1","host","USB","28","URB_BULK in","00"
"15562","42.657227","host","1.2.1","USB","27","URB_BULK in",""
"15563","42.658238","1.2.1","host","USB","28","URB_BULK in","00"
"15564","42.658257","host","1.2.1","USB","27","URB_BULK in",""
"15565","42.659287","1.2.1","host","USB","28","URB_BULK in","14"
"15566","42.659327","host","1.2.1","USB","27","URB_BULK in",""
"15567","42.660318","1.2.1","host","USB","28","URB_BULK in","00"
"15568","42.660346","host","1.2.1","USB","27","URB_BULK in",""
"15569","42.661356","1.2.1","host","USB","28","URB_BULK in","06"
"15570","42.661384","host","1.2.1","USB","27","URB_BULK in",""
"15571","42.662396","1.2.1","host","USB","28","URB_BULK in","12"
"15572","42.662426","host","1.2.1","USB","27","URB_BULK in",""
"15573","42.663431","1.2.1","host","USB","28","URB_BULK in","01"
"15574","42.663461","host","1.2.1","USB","27","URB_BULK in",""
"15577","42.664556","1.2.1","host","USB","28","URB_BULK in","08"
"15578","42.664584","host","1.2.1","USB","27","URB_BULK in",""
"15579","42.665506","1.2.1","host","USB","28","URB_BULK in","48"
"15580","42.665536","host","1.2.1","USB","27","URB_BULK in",""
"15581","42.666538","1.2.1","host","USB","28","URB_BULK in","03"
"15582","42.666567","host","1.2.1","USB","27","URB_BULK in",""
"15583","42.667580","1.2.1","host","USB","28","URB_BULK in","08"
"15584","42.667608","host","1.2.1","USB","27","URB_BULK in",""
"15585","42.668617","1.2.1","host","USB","28","URB_BULK in","00"
"15586","42.668646","host","1.2.1","USB","27","URB_BULK in",""
"15587","42.669654","1.2.1","host","USB","28","URB_BULK in","00"
"15588","42.669683","host","1.2.1","USB","27","URB_BULK in",""
"15589","42.670688","1.2.1","host","USB","28","URB_BULK in","00"
"15590","42.670717","host","1.2.1","USB","27","URB_BULK in",""
"15591","42.671730","1.2.1","host","USB","28","URB_BULK in","d6"
"15592","42.671759","host","1.2.1","USB","27","URB_BULK in",""
"15595","42.672777","1.2.1","host","USB","28","URB_BULK in","1d"
"15596","42.672807","host","1.2.1","USB","27","URB_BULK in",""
"15609","42.725338","host","1.2.0","USB","36","URB_CONTROL out",""
"15610","42.726069","1.2.0","host","USB","28","URB_CONTROL out",""
"15612","42.726138","host","1.2.0","USB","36","URB_CONTROL in",""
"15614","42.726178","host","1.2.0","USB","36","URB_CONTROL in",""
"15615","42.726216","host","1.2.1","USB","39","URB_BULK out","7bff200010005b010000f8fe"
"15616","42.726269","1.2.1","host","USB","27","URB_BULK out",""
"15617","42.726300","host","1.2.0","USB","36","URB_CONTROL in",""
"15618","42.726322","host","1.2.0","USB","36","URB_CONTROL in",""
"15619","42.726340","host","1.2.1","USB","41","URB_BULK out","02080e000500000000e803000000"
"15620","42.726397","1.2.1","host","USB","27","URB_BULK out",""
"15621","42.726421","host","1.2.0","USB","36","URB_CONTROL in",""
"15622","42.726467","host","1.2.0","USB","36","URB_CONTROL in",""
"15623","42.726499","host","1.2.1","USB","29","URB_BULK out","e70f"
"15624","42.726551","1.2.1","host","USB","27","URB_BULK out",""
"15625","42.726580","host","1.2.0","USB","36","URB_CONTROL in",""
"15626","42.729048","1.2.0","host","USB","47","URB_CONTROL in",""
"15627","42.730072","host","1.2.0","USB","36","URB_CONTROL in",""
"15628","42.732039","1.2.0","host","USB","47","URB_CONTROL in",""
"15631","42.735047","1.2.0","host","USB","47","URB_CONTROL in",""
"15632","42.738038","1.2.0","host","USB","47","URB_CONTROL in",""
"15633","42.741038","1.2.0","host","USB","47","URB_CONTROL in",""
"15636","42.744050","1.2.0","host","USB","47","URB_CONTROL in",""
"15637","42.746088","host","1.2.0","USB","36","URB_CONTROL in",""
"15638","42.746115","host","1.2.0","USB","36","URB_CONTROL in",""
"15639","42.747044","1.2.0","host","USB","47","URB_CONTROL in",""
"15640","42.750054","1.2.0","host","USB","47","URB_CONTROL in",""
"15643","42.753040","1.2.0","host","USB","29","URB_CONTROL in",""
"15644","42.756034","1.2.0","host","USB","47","URB_CONTROL in",""
"15647","42.762125","host","1.2.0","USB","36","URB_CONTROL in",""
"15648","42.764043","1.2.0","host","USB","47","URB_CONTROL in",""
"15657","42.797366","1.2.1","host","USB","28","URB_BULK in","7a"
"15658","42.797416","host","1.2.1","USB","27","URB_BULK in",""
"15661","42.798401","1.2.1","host","USB","28","URB_BULK in","ff"
"15662","42.798458","host","1.2.1","USB","27","URB_BULK in",""
"15663","42.799432","1.2.1","host","USB","28","URB_BULK in","20"
"15664","42.799460","host","1.2.1","USB","27","URB_BULK in",""
"15665","42.800455","1.2.1","host","USB","28","URB_BULK in","80"
"15666","42.800483","host","1.2.1","USB","27","URB_BULK in",""
"15667","42.801493","1.2.1","host","USB","28","URB_BULK in","06"
"15668","42.801512","host","1.2.1","USB","27","URB_BULK in",""
"15669","42.802534","1.2.1","host","USB","28","URB_BULK in","00"
"15670","42.802562","host","1.2.1","USB","27","URB_BULK in",""
"15671","42.803576","1.2.1","host","USB","28","URB_BULK in","5b"
"15672","42.803594","host","1.2.1","USB","27","URB_BULK in",""
"15673","42.804613","1.2.1","host","USB","28","URB_BULK in","01"
"15674","42.804631","host","1.2.1","USB","27","URB_BULK in",""
"15675","42.805307","host","1.2.0","USB","36","URB_CONTROL in",""
"15676","42.805354","host","1.2.0","USB","36","URB_CONTROL in",""
"15677","42.805371","host","1.2.0","USB","36","URB_CONTROL in",""
"15678","42.805659","1.2.1","host","USB","28","URB_BULK in","00"
"15679","42.805677","host","1.2.1","USB","27","URB_BULK in",""
"15682","42.806686","1.2.1","host","USB","28","URB_BULK in","00"
"15683","42.806716","host","1.2.1","USB","27","URB_BULK in",""
"15684","42.807042","1.2.0","host","USB","47","URB_CONTROL in",""
"15685","42.807728","1.2.1","host","USB","28","URB_BULK in","03"
"15686","42.807751","host","1.2.1","USB","27","URB_BULK in",""
"15687","42.808775","1.2.1","host","USB","28","URB_BULK in","7f"
"15688","42.808809","host","1.2.1","USB","27","URB_BULK in",""
"15689","42.809801","1.2.1","host","USB","28","URB_BULK in","02"
"15690","42.809831","host","1.2.1","USB","27","URB_BULK in",""
"15691","42.810044","1.2.0","host","USB","47","URB_CONTROL in",""
"15692","42.810835","1.2.1","host","USB","28","URB_BULK in","08"
"15693","42.810863","host","1.2.1","USB","27","URB_BULK in",""
"15694","42.811881","1.2.1","host","USB","28","URB_BULK in","00"
"15695","42.811910","host","1.2.1","USB","27","URB_BULK in",""
"15696","42.812918","1.2.1","host","USB","28","URB_BULK in","00"
"15697","42.812937","host","1.2.1","USB","27","URB_BULK in",""
"15698","42.813037","1.2.0","host","USB","47","URB_CONTROL in",""
"15699","42.813954","1.2.1","host","USB","28","URB_BULK in","fd"
"15700","42.813982","host","1.2.1","USB","27","URB_BULK in",""
"15703","42.815039","1.2.1","host","USB","28","URB_BULK in","f7"
"15704","42.815069","host","1.2.1","USB","27","URB_BULK in",""
"15705","42.815341","host","1.2.0","USB","36","URB_CONTROL out",""
"15706","42.816040","1.2.0","host","USB","28","URB_CONTROL out",""
"15707","42.816095","host","1.2.1","USB","39","URB_BULK out","7bff200010005c010000f7fe"
"15708","42.816147","1.2.1","host","USB","27","URB_BULK out",""
"15709","42.816190","host","1.2.1","USB","41","URB_BULK out","02080e000500000000e803000000"
"15710","42.816232","1.2.1","host","USB","27","URB_BULK out",""
"15711","42.816266","host","1.2.1","USB","29","URB_BULK out","e70f"
"15712","42.816296","1.2.1","host","USB","27","URB_BULK out",""
"15715","42.826379","host","1.2.0","USB","36","URB_CONTROL in",""
"15716","42.828044","1.2.0","host","USB","47","URB_CONTROL in",""
"15721","42.842392","host","1.2.0","USB","36","URB_CONTROL in",""
"15722","42.842441","host","1.2.0","USB","36","URB_CONTROL in",""
"15723","42.844053","1.2.0","host","USB","29","URB_CONTROL in",""
"15726","42.847050","1.2.0","host","USB","47","URB_CONTROL in",""
"15729","42.858492","host","1.2.0","USB","36","URB_CONTROL in",""
"15730","42.860052","1.2.0","host","USB","47","URB_CONTROL in",""
"15739","42.887210","1.2.1","host","USB","28","URB_BULK in","7a"
"15740","42.887251","host","1.2.1","USB","27","URB_BULK in",""
"15741","42.888253","1.2.1","host","USB","28","URB_BULK in","ff"
"15742","42.888302","host","1.2.1","USB","27","URB_BULK in",""
"15743","42.889285","1.2.1","host","USB","28","URB_BULK in","20"
"15744","42.889324","host","1.2.1","USB","27","URB_BULK in",""
"15745","42.890318","1.2.1","host","USB","28","URB_BULK in","80"
"15746","42.890354","host","1.2.1","USB","27","URB_BULK in",""
"15747","42.891367","1.2.1","host","USB","28","URB_BULK in","06"
"15748","42.891420","host","1.2.1","USB","27","URB_BULK in",""
"15751","42.892393","1.2.1","host","USB","28","URB_BULK in","00"
"15752","42.892420","host","1.2.1","USB","27","URB_BULK in",""
"15753","42.893451","1.2.1","host","USB","28","URB_BULK in","5c"
"15754","42.893498","host","1.2.1","USB","27","URB_BULK in",""
"15755","42.894476","1.2.1","host","USB","28","URB_BULK in","01"
"15756","42.894526","host","1.2.1","USB","27","URB_BULK in",""
"15757","42.895513","1.2.1","host","USB","28","URB_BULK in","00"
"15758","42.895560","host","1.2.1","USB","27","URB_BULK in",""
"15759","42.895593","host","1.2.0","USB","36","URB_CONTROL in",""
"15760","42.895621","host","1.2.0","USB","36","URB_CONTROL in",""
"15761","42.895637","host","1.2.0","USB","36","URB_CONTROL in",""
"15762","42.896546","1.2.1","host","USB","28","URB_BULK in","00"
"15763","42.896585","host","1.2.1","USB","27","URB_BULK in",""
"15764","42.897052","1.2.0","host","USB","47","URB_CONTROL in",""
"15765","42.897583","1.2.1","host","USB","28","URB_BULK in","02"
"15766","42.897612","host","1.2.1","USB","27","URB_BULK in",""
"15767","42.898622","1.2.1","host","USB","28","URB_BULK in","7f"
"15768","42.898657","host","1.2.1","USB","27","URB_BULK in",""
"15769","42.899661","1.2.1","host","USB","28","URB_BULK in","02"
"15770","42.899696","host","1.2.1","USB","27","URB_BULK in",""
"15773","42.900114","1.2.0","host","USB","47","URB_CONTROL in",""
"15774","42.900698","1.2.1","host","USB","28","URB_BULK in","08"
"15775","42.900739","host","1.2.1","USB","27","URB_BULK in",""
"15776","42.901744","1.2.1","host","USB","28","URB_BULK in","00"
"15777","42.901783","host","1.2.1","USB","27","URB_BULK in",""
"15778","42.902776","1.2.1","host","USB","28","URB_BULK in","00"
"15779","42.902817","host","1.2.1","USB","27","URB_BULK in",""
"15780","42.903057","1.2.0","host","USB","47","URB_CONTROL in",""
"15781","42.903812","1.2.1","host","USB","28","URB_BULK in","fd"
"15782","42.903844","host","1.2.1","USB","27","URB_BULK in",""
"15783","42.904846","1.2.1","host","USB","28","URB_BULK in","f7"
"15784","42.904877","host","1.2.1","USB","27","URB_BULK in",""
"15785","42.905625","host","1.2.0","USB","36","URB_CONTROL out",""
"15786","42.906050","1.2.0","host","USB","28","URB_CONTROL out",""
"15787","42.906149","host","1.2.1","USB","39","URB_BULK out","7bff200010005d010000f6fe"
"15788","42.906212","1.2.1","host","USB","27","URB_BULK out",""
"15789","42.906286","host","1.2.1","USB","41","URB_BULK out","02080e000500000000e803000000"
"15790","42.906352","1.2.1","host","USB","27","URB_BULK out",""
"15791","42.906413","host","1.2.1","USB","29","URB_BULK out","e70f"
"15792","42.906466","1.2.1","host","USB","27","URB_BULK out",""
"15793","42.906591","host","1.2.0","USB","36","URB_CONTROL in",""
"15796","42.909058","1.2.0","host","USB","47","URB_CONTROL in",""
"15803","42.938573","host","1.2.0","USB","36","URB_CONTROL in",""
"15804","42.938625","host","1.2.0","USB","36","URB_CONTROL in",""
"15807","42.940147","1.2.0","host","USB","29","URB_CONTROL in",""
"15808","42.943053","1.2.0","host","USB","47","URB_CONTROL in",""
"15809","42.954632","host","1.2.0","USB","36","URB_CONTROL in",""
"15810","42.956061","1.2.0","host","USB","47","URB_CONTROL in",""
"15811","42.978197","1.2.1","host","USB","28","URB_BULK in","7a"
"15812","42.978272","host","1.2.1","USB","27","URB_BULK in",""
"15813","42.979268","1.2.1","host","USB","28","URB_BULK in","ff"
"15814","42.979454","host","1.2.1","USB","27","URB_BULK in",""
"15815","42.980252","1.2.1","host","USB","28","URB_BULK in","20"
"15816","42.980281","host","1.2.1","USB","27","URB_BULK in",""
"15817","42.981292","1.2.1","host","USB","28","URB_BULK in","80"
"15818","42.981321","host","1.2.1","USB","27","URB_BULK in",""
"15819","42.982336","1.2.1","host","USB","28","URB_BULK in","06"
"15820","42.982403","host","1.2.1","USB","27","URB_BULK in",""
"15821","42.983368","1.2.1","host","USB","28","URB_BULK in","00"
"15822","42.983397","host","1.2.1","USB","27","URB_BULK in",""
"15823","42.983758","host","1.2.0","USB","36","URB_CONTROL in",""
"15824","42.983803","host","1.2.0","USB","36","URB_CONTROL in",""
"15825","42.983821","host","1.2.0","USB","36","URB_CONTROL in",""
"15826","42.984415","1.2.1","host","USB","28","URB_BULK in","5d"
"15827","42.984444","host","1.2.1","USB","27","URB_BULK in",""
"15828","42.985047","1.2.0","host","USB","47","URB_CONTROL in",""
"15829","42.985440","1.2.1","host","USB","28","URB_BULK in","01"
"15830","42.985459","host","1.2.1","USB","27","URB_BULK in",""
"15831","42.986483","1.2.1","host","USB","28","URB_BULK in","00"
"15832","42.986502","host","1.2.1","USB","27","URB_BULK in",""
"15833","42.987529","1.2.1","host","USB","28","URB_BULK in","00"
"15834","42.987561","host","1.2.1","USB","27","URB_BULK in",""
"15835","42.988053","1.2.0","host","USB","47","URB_CONTROL in",""
"15836","42.988558","1.2.1","host","USB","28","URB_BULK in","01"
"15837","42.988588","host","1.2.1","USB","27","URB_BULK in",""
"15838","42.989592","1.2.1","host","USB","28","URB_BULK in","7f"
"15839","42.989620","host","1.2.1","USB","27","URB_BULK in",""
"15840","42.990633","1.2.1","host","USB","28","URB_BULK in","02"
"15841","42.990662","host","1.2.1","USB","27","URB_BULK in",""
"15842","42.991049","1.2.0","host","USB","47","URB_CONTROL in",""
"15843","42.991665","1.2.1","host","USB","28","URB_BULK in","08"
"15844","42.991693","host","1.2.1","USB","27","URB_BULK in",""
"15845","42.992712","1.2.1","host","USB","28","URB_BULK in","00"
"15846","42.992749","host","1.2.1","USB","27","URB_BULK in",""
"15847","42.993748","1.2.1","host","USB","28","URB_BULK in","00"
"15848","42.993775","host","1.2.1","USB","27","URB_BULK in",""
"15849","42.994796","1.2.1","host","USB","28","URB_BULK in","fd"
"15850","42.994825","host","1.2.1","USB","27","URB_BULK in",""
"15851","42.995813","1.2.1","host","USB","28","URB_BULK in","f7"
"15852","42.995834","host","1.2.1","USB","27","URB_BULK in",""
"15853","42.997816","host","1.2.0","USB","36","URB_CONTROL out",""
"15854","42.998046","1.2.0","host","USB","28","URB_CONTROL out",""
"15855","42.998098","host","1.2.1","USB","39","URB_BULK out","7bff200006005e010000fffe"
"15856","42.998152","1.2.1","host","USB","27","URB_BULK out",""
"15857","42.998194","host","1.2.1","USB","31","URB_BULK out","01080c00"
"15858","42.998231","1.2.1","host","USB","27","URB_BULK out",""
"15859","42.998266","host","1.2.1","USB","29","URB_BULK out","f2f7"
"15860","42.998303","1.2.1","host","USB","27","URB_BULK out",""
"15861","43.002793","host","1.2.0","USB","36","URB_CONTROL in",""
"15862","43.004056","1.2.0","host","USB","47","URB_CONTROL in",""
"15863","43.020053","1.2.1","host","USB","28","URB_BULK in","7a"
"15864","43.020093","host","1.2.1","USB","27","URB_BULK in",""
"15865","43.021045","1.2.1","host","USB","28","URB_BULK in","ff"
"15866","43.021074","host","1.2.1","USB","27","URB_BULK in",""
"15867","43.022066","1.2.1","host","USB","28","URB_BULK in","20"
"15868","43.022094","host","1.2.1","USB","27","URB_BULK in",""
"15869","43.023107","1.2.1","host","USB","28","URB_BULK in","80"
"15870","43.023136","host","1.2.1","USB","27","URB_BULK in",""
"15871","43.024142","1.2.1","host","USB","28","URB_BULK in","10"
"15872","43.024169","host","1.2.1","USB","27","URB_BULK in",""
"15873","43.025180","1.2.1","host","USB","28","URB_BULK in","00"
"15874","43.025209","host","1.2.1","USB","27","URB_BULK in",""
"15875","43.026222","1.2.1","host","USB","28","URB_BULK in","5e"
"15876","43.026252","host","1.2.1","USB","27","URB_BULK in",""
"15877","43.027318","1.2.1","host","USB","28","URB_BULK in","01"
"15878","43.027338","host","1.2.1","USB","27","URB_BULK in",""
"15879","43.028293","1.2.1","host","USB","28","URB_BULK in","00"
"15880","43.028320","host","1.2.1","USB","27","URB_BULK in",""
"15881","43.029333","1.2.1","host","USB","28","URB_BULK in","00"
"15882","43.029352","host","1.2.1","USB","27","URB_BULK in",""
"15883","43.030371","1.2.1","host","USB","28","URB_BULK in","f6"
"15884","43.030389","host","1.2.1","USB","27","URB_BULK in",""
"15885","43.031416","1.2.1","host","USB","28","URB_BULK in","7e"
"15886","43.031434","host","1.2.1","USB","27","URB_BULK in",""
"15887","43.032441","1.2.1","host","USB","28","URB_BULK in","01"
"15888","43.032460","host","1.2.1","USB","27","URB_BULK in",""
"15889","43.033476","1.2.1","host","USB","28","URB_BULK in","08"
"15890","43.033494","host","1.2.1","USB","27","URB_BULK in",""
"15891","43.034518","1.2.1","host","USB","28","URB_BULK in","00"
"15892","43.034537","host","1.2.1","USB","27","URB_BULK in",""
"15893","43.034902","host","1.2.0","USB","36","URB_CONTROL in",""
"15894","43.034929","host","1.2.0","USB","36","URB_CONTROL in",""
"15895","43.034961","host","1.2.0","USB","36","URB_CONTROL in",""
"15896","43.035566","1.2.1","host","USB","28","URB_BULK in","00"
"15897","43.035599","host","1.2.1","USB","27","URB_BULK in",""
"15898","43.036051","1.2.0","host","USB","29","URB_CONTROL in",""
"15899","43.036596","1.2.1","host","USB","28","URB_BULK in","05"
"15900","43.036627","host","1.2.1","USB","27","URB_BULK in",""
